product_name,review_title,review_text,review_date
"Dunham Men's Captain Boat Shoe, Blue Multi, 11.5 X-Wide",Very good boat shoes,"These Dunham Captain boat shoes retail for $120 and I paid less than $40 here on Amazon.  So, that's good.  The shoes are actually very good quality with excellent functionality.  The fit is as expected and it wears like a comfortable tennis shoe.  The sole is non-slip rubber and it grips great.  I spent 7 days on my boat in wet conditions right after buying these shoes and they preformed like a champ.  The leather is water-proof.  The shoe will not get water-logged.  The nylon vents (light brown areas) allowed for water drainage (I did walk in the water a few times just to see how they functioned).  There's also what New Balance calls a ""rollbar"" in the heal.  Basically, it provides stability to prevent your ankle from rolling right or left.. oddly, I found this feature very beneficial.  When you're walking on a slipper surface, your ankles can do funny thing.  This rollbar functions from below your heel... it's not like an ankle brace, but it works great.  So the design and functionality is excellent.  I'm not sure about the quality since I've only owned them for about a month. They're made in China.  If New Balance made them in the USA (like the 990s), I would've given these shoes 5 stars.",Reviewed in the United States on 23 April 2015
"Dunham Men's Captain Boat Shoe, Blue Multi, 11.5 X-Wide",Perfect Fit; Amazing Quality and Comfort,"What an awesome, high-quality, comfortable shoe. I can't say I've been able to say that for the past decade or so -- it seems most shoes are only built to last about three months before they fall apart.I have enormous feet and - as I'm sure anyone reading this for that very reason understands - it is difficult to find stylish, comfortable shoes for everyday wear.If you have a large, wide food -- look no further. This shoe not only fit me perfectly out of the box, it was nearly 100% perfectly comfortable with minimal break-in (just under a week with minimal wear), and looks great to boot. The soles are thick enough to offer great support, but not thick and awkward enough that they look like clunky orthopedic clown shoes.This shoe looks great with slacks and would fit in a dressy or casual environment. I'll be picking up a spare set out of fear that they stop making them.PROS:•Great Fit for Wide Feet (4E)•Quality Construction•Comfortable for All-Day Wear / Walking•Doesn't Look Like a Boat on Your Foot (round-toe shoes in large sizes tend to look comical)CONS:•Stiff Heel for the First Week (I taped my heels under my socks to minimize blisters; heel seems to have broken in within 4 days)•Toe is Rounded (I prefer squared toes for style reasons, but this still looks nice)",Reviewed in the United States on 14 September 2017
"Dunham Men's Captain Boat Shoe, Blue Multi, 11.5 X-Wide","Stylish, super comfortable and surprisingly rugged triple-E all-round shoes","Stylish, super comfortable and surprisingly rugged, I wore these on a seven day whitewater rafting trip through the Grand Canyon (280 miles, 180 rapids, including the dreaded 'Lava Falls"" rapids) - then wore them 'most everywhere in North-central Arizona.Was surprised at how well they drained and dried - and remained pliable.They 'spiffed up' right back to nearly new with just a little cleaning and a couple of coats of polish.I'm a triple-E or even quad-E width. These fit perfectly, so for those with w i d e  feet, these are a real find.  Still very comfortable.  Often wear them with no socks, so I use a foot spray to eliminate foot odors (and that strategy works fine).  Highly recommend.",Reviewed in the United States on 15 June 2017
"Dunham Men's Captain Boat Shoe, Blue Multi, 11.5 X-Wide",Perfect for large and wide feet.,"I have issues with my big feet, so I took a chance with these. Happy I did, big enough for my sasquatch feet, and wide enough as well. Comfy too. Not a lot of arch support, but I have worn worse. One down side was trying to replace the laces with elastic ones. The lace runs around the side and back of the shoe, trying to pull them out did not work well. Tying laces is an issue for me, but that is an issue for me, even so, I did knock off a star. Be aware, and hope the laces last as long as the shoes. Or you may have to get creative to replace a broken lace.",Reviewed in the United States on 14 March 2020
"Dunham Men's Captain Boat Shoe, Blue Multi, 11.5 X-Wide",Comfortable & durable!,"Have ordered and am now waiting on my 3rd pair of Dunhams. Luv'em. I can lace them tight and wear as regular lace-ups, or loosen laces and wear as loafers. They are comfortable either way. I nearly wore out the tops of my 1st pair, (don't think it is possible to wear out the soles) but before discarding them, I tried applying some shoe polish to the leather top part, and presto, nearly new shoes. Still wearing them as backups. I can wear them with or without socks; they are great either way.",Reviewed in the United States on 18 April 2021
"Dunham Men's Captain Boat Shoe, Blue Multi, 11.5 X-Wide",My favorite shoe.,"I got the 14 XW tan boat shoe. Tan hides dirt and dust better than the blue boat shoes I ordered the last time. They were 14 Wide which shows 14EEEE on the shoe tongue. The new tan 14XW shows 14 6E on the inside of the shoe tongue. Both pairs fit my duck feet comfortably right out of the box. No break in time required. The mesh on these shoes help my feet to breathe, and be cooler in the hot months. The old blue pair lasted 3 years as nearly the only shoes I wore.",Reviewed in the United States on 24 May 2021
"adidas Men's Adipower Weightlifting Ii Cross Trainer, Collegiate Royal/Black/Collegiate Royal, 15 UK",They get the job done.,"It's a weightlifting shoe. I Originally bought the adistar 2008s over 10 years ago and I'm trying to use different shoes when I'm not aggressively lifting since they are triple or more the price from when I got them and I want them to last. The Adipower is ok by comparison. The toe bot accommodates my wide feet and I'm able to reasonably tighten them so my foot feels secure. I trust them more than the shoes with the weird tightening mechanism. You may not fall in love with them, but they aren't that expensive and have a non compressible heel. I think some other people talked about doing things other than lifting. They have little in the way of padding, which is good. I wouldnt suggest doing cardio or walking in them (I get sore from the foot up if i walk too long in lifting shoes). You can bend your foot enough for the split jerk if you Olympic Lift. It does well for squats and is good for push press, wall balls, etc",Reviewed in the United States on 14 January 2020
"adidas Men's Adipower Weightlifting Ii Cross Trainer, Collegiate Royal/Black/Collegiate Royal, 15 UK","Great Weight lifting shoe, bough a back up pair!","I bought these and the Legacy lifter, Ended up returning the legacy lifter and bought an extra pair of these. They give you all the support but are not extremely rigid and heavy like the legacy lifter. I really enjoy using these shoes!",Reviewed in the United States on 17 June 2020
"adidas Men's Adipower Weightlifting Ii Cross Trainer, Collegiate Royal/Black/Collegiate Royal, 15 UK",Perfect!,Love them! Been wanting a bright color for weightlifting.  Very unique color! Does the job for lifting. I am 6 1/2 in women's  and got 4.5 they fit great!,Reviewed in the United States on 3 August 2020
"adidas Men's Adipower Weightlifting Ii Cross Trainer, Collegiate Royal/Black/Collegiate Royal, 15 UK",Know size shoe :),Amazing!,Reviewed in the United States on 2 January 2020
"Clarks Women's Adella Blush Sneaker, Black Textile, 7.5 UK",Nice casual shoe,They are comfortable so I can wear them all day long.,Reviewed in the United States on 8 July 2021
"Clarks Women's Adella Blush Sneaker, Black Textile, 7.5 UK",Comfortable shoe,I was pleased to find a nice slip-on shoe in a narrow size.  I find it to be comfortable and stylish.,Reviewed in the United States on 30 March 2021
"adidas Men's Ultraboost A.RDY Sneaker, D Grey/White/Signal Green, 8 UK",Great shoes,My son loves these shoes. Style and comfort!,Reviewed in the United States on 13 April 2021
"adidas Men's Ultraboost A.RDY Sneaker, D Grey/White/Signal Green, 8 UK",Stains,My shoes came in with stains on them and scratches along the bottom of the shoe,Reviewed in the United States on 20 January 2021
"adidas Men's Ultraboost A.RDY Sneaker, D Grey/White/Signal Green, 8 UK",excellent,it’s perfectand I love Amazon,Reviewed in the United States on 2 April 2021
"adidas Men's Ultraboost A.RDY Sneaker, D Grey/White/Signal Green, 8 UK",Shoes,It was dirty and a different color. I return it,Reviewed in the United States on 17 December 2020
Bikkembergs Scarpe Basse Sneakers Donna Bianco (Fend-ER_2087) White,Scarpe bikkembergs,Ottimo servizio e ottimo il prodotto!,Reviewed in Italy on 11 June 2020
Bikkembergs Scarpe Basse Sneakers Donna Bianco (Fend-ER_2087) White,Rápido y fiable,Comunicación muy rápida con el vendedor. Producto de muy buena calidad.,Reviewed in Spain on 24 April 2020
Bikkembergs Scarpe Basse Sneakers Donna Bianco (Fend-ER_2087) White,Comodidad,Para trabajar,Reviewed in Spain on 29 December 2019
Beck Boys Dragon Wellington rain boots,ottima qualità,questi stivali sono davvero di qualità ottima d'altronde le linee tedesche raramente peccano in qualcosa. ho dovuto rendermi solo perché indosso a mio figlio di un anno e mezzo sono troppo alti per l'asilo nido in più essendo di ottima qualità non sono di plasticotto ma sono davvero di gomma è molto imbottiti all'interno e quindi un po' più pesantini per uno che cammina da appena sei mesi.. diciamo che per un bambino dai 3 anni in su sono perfetti! convinta e sicura che di acqua non ne entra e che il piede sarebbe ben al calduccio!!,Reviewed in Italy on 12 September 2021
Beck Boys Dragon Wellington rain boots,Consigliati e bellissimi!,"Qualità Beck.Internamente sono imbottiti, quindi indicati anche nelle stagioni più fredde (noi li utilizziamo con doppio calzino o con antiscivolo).Piede asciutto anche dopo mezz’ora nella neve.Il laccetto ha impedito alla neve di entrare da sopra.",Reviewed in Italy on 30 January 2021
Beck Boys Dragon Wellington rain boots,Toller Gummistiefel,"Sehr schöner Regenstiefel mit freundlichen Drachen. Sehr gut verarbeitet. Sehr angenehmes Warmfutter. Oben zum zusammenziehen. Habe sie eine Nummer größer bestellt, somit passt noch eine Lammfellsohle hinein. Tipptopp für die Übergangszeit. Mein Enkel ist happy!",Reviewed in Germany on 23 February 2021
Beck Boys Dragon Wellington rain boots,Schöne Stiefel für die Übergangszeit,"Kein Verrutschen der Innensohle, einfach rein uns los geht's! Kind ist begeistert",Reviewed in Germany on 7 June 2021
Beck Boys Dragon Wellington rain boots,Super,"Wir sind zufrieden. Wärmendes Innenfutter, trockene Füße.",Reviewed in Germany on 23 November 2020
Beck Boys Dragon Wellington rain boots,Super Gummistiefel,"Sehr zufrieden, kann ich nur weiter empfehlen.",Reviewed in Germany on 10 December 2020
Beck Boys Dragon Wellington rain boots,Schöne Gummistiefel,Die Größe ist wie angegeben und die Schuhe sind schön gefüttert.,Reviewed in Germany on 17 February 2021
Beck Boys Dragon Wellington rain boots,Très bien.,Mon fils adore ses bottes.,Reviewed in France on 13 April 2021
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",zapatillas Superga,"Me gusta mucho esta marca, principlamente por el piso o base de las zapatillas. Son diseños atemporales aunque los estampados de las telas pueden ser muy originales. En este caso he optado por unas zapatillas básicas en tono azul marino con un poco más de  altura en el piso ideales para el verano.",Reviewed in Spain on 8 August 2019
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Io lo reputo pericoloso,E da sottolineare che è inadeguato per bimbo di 15 mesi. Ma anche po grande. È altissimo e il bambino si storce la caviglia,Reviewed in Italy on 7 August 2019
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Scomode,"Fatte bene, veramente belle. Prezzo super.Peccato che sono un po piccole e scomode per una bambina. Quindi le sconsiglio o comunque sia consiglio un numero più grande",Reviewed in Italy on 11 October 2019
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Molto grandi,Le scarpe sono come in foto e davvero carine ma eccessivamente grandi..consiglio di acquistare almeno un numero in meno se nn anche 2..,Reviewed in Italy on 12 July 2019
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Irene García,"Soy muy fan de las Superga y mis hijos siempre las llevan muy a gusto. Sin embargo, estas tienen una plataforma de 3 cm. que no es apta para niños pequeños. Mi hijo no podía caminar, parecía que llevara zancos.",Reviewed in Spain on 3 September 2018
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Comode e bellissime,Sono davvero stupende e calzano bene la mia bimba e super felice sembra una signorinella le consiglio a tutte 😊,Reviewed in Italy on 20 July 2019
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Vestono grandi ma li tengo x mia figlia sono troppo belke,Top,Reviewed in Italy on 29 August 2021
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Toller Sommerschuh,"Sehr schicker Schuh, Plateau nicht zu hoch. Super",Reviewed in Germany on 30 June 2019
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Consegna record,Ultra comode,Reviewed in Italy on 7 June 2019
"Superga Boy's Girls' 2790-COTJ Trainers, Navy Blue 933, 7 UK Child",Plus belles en vrai !,"Elles sont encore plus jolies en vrai... Bien blanches et avec une légère plateforme, ma fille les adore 😁",Reviewed in France on 11 July 2019
Dr. Brinkmann Women’s Flat Platform Size: 6 UK Blue,Super,Wieder einmal ein super bequemer und wunderschöner Schuh von Dr brinkmann nur zu empfehlen!!!,Reviewed in Germany on 22 June 2019
"adidas Originals Unisex VRX Low Skate Shoe, white/black/white, 4 M US Big Kid",Great purchase!,Loved it!,Reviewed in the United States on 22 August 2019
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",Weird shoe,I was hoping these would be a shoe for standing and walking on concrete (my daily walk and work routine). Ughh! The fit is strange.  The size 12 is too small.  But the worst part is the inside construction.  Cheap.  The side curl in on themselves and are a pain to even work with to put on.  Skip it. Not worth the price.,Reviewed in Canada on 9 September 2021
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",Trop étroit,"Ce ne sont pas mes premières New balance, habituellement je suis très satisfaite, par contre dans cet achat j’ai commandé du large, il est écrit large sur la boîte et dans les souliers et pourtant !!! Cette fois trop étroite bizarre ! J’ai été remboursé sans problème mais je suis déçue",Reviewed in Canada on 6 October 2020
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",Confortable et léger.,"Je l’utilise pour travailler. La semelle n’est pas forte donc, c’est un soulier qui ne durera pas des années. Mais le confort est parfait. C’est un soulier qui respire vraiment beaucoup.",Reviewed in Canada on 21 September 2019
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",Légerté et souplesse,"Modèle très léger et extrêmement souple et confortable! La couleur est plus que sympa. L’amorti est cependant assez limité. Je ne recommande pas ce modèle pour une activité sportive soutenue mais pour le quotidien et des marches en ville un peu sportives c’est un plaisir. L’été, vous sentirez le vent frais sur vos pieds! Je racherterai ce modèle tant qu’il sera en vente tant il est pratique. Vous entrez dans un élastique léger qui ferme naturellement la chaussure sur votre pied dans l’étouffer! Cela allège encore plus le modèle! Il faut l’essayer! Attention cependant à la taille, un petit 40 correspond à un 41 chez NB! Prenez Une taille au moins au dessus de votre pointure. Pour le reste, foncer les yeux fermés!",Reviewed in France on 3 August 2018
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",Confortable et offre une bonne stabilité,Chaussures idéales pour l’entraînement en salle.,Reviewed in Canada on 24 August 2021
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",Excellent condition and price,No Box but item was like brand new,Reviewed in Canada on 20 October 2021
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",I found the sizing to be different then a few years back felt they ran big had to exchange,Love these they are perfect for my needs!,Reviewed in Canada on 3 July 2020
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",Awful design,"Wow, New Balance. Way to take a great shoe and completely ruin it. I was willing to overlook the awful color, but the design is even worse. The fabric upper will fall apart in no time, there is a tight seam RIGHT over the widest part of the foot, and will you STOP already with flat laces???? I bought in two colors and will be returning both of them. Last year’s model was just fine, WHY do you feel the need to reinvent the wheel every year? As a long-time devotee and proponent of the Minimus, this is making me regret recommending it to my personal training clients and will definitely send me out on the search for a new shoe. Thanks for nothing.",Reviewed in the United States on 20 July 2018
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US",Received a wide width and WOW so glad about it!,"These shoes are super light, super flexible, and oh-so comfy.  They a very minimal arch and heal support, but surprisingly my feet are not hurting.  I ordered a nine and they fit like a nine, lengthwise. I received a wide width by accident, and I have narrow feet, but the extra room is mostly in the toe box, which is GREAT!  I can spread by toes a little when I walk- I can tighten them over the bridge of the foot as loose or tight as I want.  I don't think I'll go back to normal width in this style/brand- it's that gooood.I work out in these (cross fit, HIIT, weightlifting), but I do not run in them.",Reviewed in the United States on 24 May 2019
"New Balance Womens Minimus WX20BP7 Low Top Lace Up Running, Black, Size 12.0 US / 10 UK US","Great overall, sizing is looser than older model I have","I usually wear 5.5 for dress shoes, I wear 6 in other brands; Nike.I own a pair of an older model of Minimus size 5.5 D, and love love love it, but for this model in size 5.5 D, my feet are kinda swimming in there.With thick socks it helps, but still love how my older model fit perfectly.Overall,they are well made. I use them exclusively in Zumba class. I've been through many pairs and many brands, for the past 5 years. Nike Free were my favorite pairs, but their bottom worn off too quickly, then when I tried Minimus I fell in love!I love that they are light. The bottom/sole are solid, yet flexible just enough. They have enough cushion for my liking and for what I use them for. The orange is a bit too bright for my liking, but it's on sale at the price I could afford.I just ordered another black pairs in black in size 5D, finger cross they fit better.",Reviewed in the United States on 12 July 2018
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Super schöner Schuh,"Unsere Tochter (18M) liebt ihre Sandalen.Die Qualität der Schuhe ist sehr gut.Die Schuhe scheinen bequem zu sein, denn unsere Tochter mag sie manchmal gar nicht mehr ausziehen.Von uns Daumen hoch!",Reviewed in Germany on 17 August 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Grande. Comprate una misura meno.,"Grande. Comprate una misura meno. Mia figlia veste solo Geox, questa scarpa è risultata grande di una taglia.",Reviewed in Italy on 9 July 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Schöner Schuh,"Schöner Schuh. Farbe ist wie abgebildet. Sohle ist für kleine Mäuse, die das Laufen noch lernen, gut geeignet. Gewohnte gute Qualität von Geox",Reviewed in Germany on 23 June 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Mi hija encanta,Llegó con un pequeño defecto pero no incómoda. Mi hija encanta salir con Geox sandalias. Recomiendo.,Reviewed in Spain on 8 September 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Stevige schoentjes,Zeer stevige en gemakkelijke  schoentjes,Reviewed in Germany on 1 July 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Schöner Schuh,Schöner Schuh Größe passt auch,Reviewed in Germany on 3 August 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Dan mucha talla,Son muy bonitas y bien de precio pero son muy anchas. A mi hija no le iban bien y las devolví,Reviewed in Spain on 27 July 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Buon prodotto e venditore affidabile,"Prodotto di qualità, conforme alle aspettative. Spedizione puntuale, venditore affidabile.",Reviewed in Italy on 22 May 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Super!,"Ces chaussures sont vraiment très bien, ma fille les adore, adoptées tout de suite sans ampoules ou autre. Le bout des pieds est protégé des bobos, ce qui chez nous est essentiel. Je recommande !",Reviewed in France on 21 August 2021
"Geox B Sandal Multy Girl Fisherman, Navy/Multicolor, 8.5 UK",Tres solide,Tous les jours  par beau temps,Reviewed in France on 18 July 2021
"TOMS Women's Avalon Sneaker, Blue, 7.5 UK",Tight at first,"I love Toms shoes. Most are very tight the first few times I worn. Then they stretch just a tad to be very comfortable. This particular shoe, for me, is not for long walks. The outside edge hits my ankle bone and after a while is not comfortable. For a day of errand running it’s no problem, but I wouldn’t walk a theme park in them.",Reviewed in the United States on 4 September 2021
"TOMS Women's Avalon Sneaker, Blue, 7.5 UK",Wish they had it in 1/2 sizes,I wish they had half sizes for it..i really liked the color,Reviewed in the United States on 12 October 2021
"TOMS Women's Avalon Sneaker, Blue, 7.5 UK",Don’t like how the foam feels,The foam is weird and squishy and uncomfortable.,Reviewed in the United States on 4 October 2021
"TOMS Women's Avalon Sneaker, Blue, 7.5 UK",Too small,I was so excited about these shoes but I cannot wear these. My foot will not slide in at all.  I also missed the return date.,Reviewed in the United States on 24 October 2021
"TOMS Women's Avalon Sneaker, Blue, 7.5 UK",Casual Shoes,Ordered a size 12 and they fit more like an 11.5 but was perfect for me.,Reviewed in the United States on 28 August 2021
"TOMS Women's Avalon Sneaker, Blue, 7.5 UK",Great!,"Kind of difficult to slip on without a shoe horn, but the padding is super comfortable!  Very pleased!",Reviewed in the United States on 21 November 2021
"TOMS Women's Avalon Sneaker, Blue, 7.5 UK",Comfy shoes,The shoes are comfortable and can be worn most places. Easy on and off.,Reviewed in the United States on 10 August 2021
"TOMS Women's Avalon Sneaker, Blue, 7.5 UK",Too hard of a shoe for me,It was to hard of a shoe for me,Reviewed in the United States on 5 November 2021
"Skechers Sport Men's Afterburn M. Fit Wonted Loafer,Pebble,7.5 M US",Very comfortable except it was not the right size for me,It is very nice comfortable except that it was biting on my left toe. I think I need to try the wide 7.5 wide. I will return it and get the 7.5 wide.,Reviewed in the United States on 9 August 2021
"Skechers Sport Men's Afterburn M. Fit Wonted Loafer,Pebble,7.5 M US",A little tight for their size,"These Sketchers fit a little tight. No tying shoes. I can slip them on like sandals, almost, and go.",Reviewed in the United States on 15 October 2020
"Skechers Sport Men's Afterburn M. Fit Wonted Loafer,Pebble,7.5 M US",A good pair walking around shoes.,Needed initial stretching but now they fit great. I would not recommend them for working in or for workouts.,Reviewed in the United States on 25 February 2021
"Skechers Sport Men's Afterburn M. Fit Wonted Loafer,Pebble,7.5 M US",Uncomfortable shoes,Start developing foot pain after walking every day. So disappointed on this shoes,Reviewed in the United States on 8 September 2021
"Skechers Sport Men's Afterburn M. Fit Wonted Loafer,Pebble,7.5 M US",Nice,Very nice shoes,Reviewed in the United States on 17 December 2018
"Skechers Sport Men's Afterburn M. Fit Wonted Loafer,Pebble,7.5 M US",Worth the money.,Good quality. Great fit.,Reviewed in the United States on 18 February 2019
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Maltrato del paquete,La caja llegó muy maltratada,Reviewed in Mexico on 18 August 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Look great but don’t have much support,"I’ve bought several pair of these and I do like them. They look great, are stylish but there is no support at all in the footbed and the toe area is quite narrow. I’m still giving them 4 stars because I do like them for running to the store or somewhere you won’t be on your feet for very long.",Reviewed in the United States on 27 May 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Love these!,"I love these. They are so comfortable and light!!! Also love the color, looks like just like the picture! Also arrived way sooner then expected!!",Reviewed in the United States on 1 May 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",These feel cheap,Very disappointing. Hardly any cushioning!,Reviewed in the United States on 26 April 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Absolutely wonderful shoes,"So in love with the colors, and how comfortable they are! The memory foam soles are so nice.",Reviewed in the United States on 17 May 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Lightweight and comfy!,"These shoes are so comfortable! I love how lightweight they are. I haven't done any walking in them yet, but I've been wearing them all day, am am pleased so far!",Reviewed in the United States on 2 May 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Love!!,Run a little big but love these!!!,Reviewed in the United States on 22 June 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Good shoe,"Run just a little big, “long”.  Toe box is great. Not as much arch support as previous ones .",Reviewed in the United States on 6 June 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Cute!,These are so cute. I got them for my mom for Christmas and her favorite color is purple so I think she will absolutely love these! Look and feel real. In an Adidas box but I can’t be 100%,Reviewed in the United States on 7 November 2020
"adidas Women's Qt Racer Sneaker, Purple Tint/Blue Met./FTWR White, 10 UK",Get em,"Lightweight, pretty colors, very comfy",Reviewed in the United States on 1 February 2020
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Size 8's to big,"The front of the shoe fits fine toes end up proper distance from the tip of the shoe, but the heel on these and theSkechers Men's EXPENDED-MANDEN Leather LACE UP Oxford, Charcoal, 8 Medium US  shoes to to big, and my heal slides up and down like a slipper.  7 and half's crush my feet.  8's just the heel portion is to loose.Overall would be comfortable, and look nice. But now got to find something to slide into the backside of the shoe.  I guess it's what I should expect finding these shoes over half off from retail price.",Reviewed in the United States on 1 January 2020
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Very nice shoe.....,"Very comfortable shoe, well built, and sizes are right on. Not very warm, as shoes go....but I love the look and comfort. And a really good price....",Reviewed in the United States on 8 February 2021
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Awesome shoes!,"I have purchased 4 pair of these shoes for my husband over the past several years.  He loves them! They fit perfectly,  support his feet and are light weight. Everything he expects from a good shoe!",Reviewed in the United States on 2 July 2021
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Great shoes,"I gave these as a Christmas gift to my husband, and he loves them.  He says they're very comfortable and have great support.  He has bought other Skechers shoes and so far these are perform ing as well as all the others.",Reviewed in the United States on 5 January 2020
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Buen producto,Buen producto tallaje y material de acuerdo  a lo ofrecido,Reviewed in the United States on 15 December 2020
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Excelente producto,"muy cómodos, suaves al caminar, para practicar senderismo tienen buen agarre o para trotar",Reviewed in the United States on 18 December 2020
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US","Shoot, them's nice shoes.",Nicely made and the wide width is correct. The insoles are nice and comfy too.,Reviewed in the United States on 17 September 2020
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Excellent,Very comfortable and well made,Reviewed in the United States on 31 March 2020
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Good value. Good fit.,Good value. Fits well.,Reviewed in the United States on 9 October 2019
"Skechers Men's Outland 2.0 Oxford, Brown/Black, 9 M US",Don't waste your money.,Poor Quality.,Reviewed in the United States on 20 February 2021
"Reebok Unisex-Adult Royal DASHONIC 2 Sneaker, Grey/Emerald, 11.5",Very disappointed,When I saw these online it says they’re women shoes but when they was sent to me the box says unisex so they was way to large very misleading,Reviewed in the United States on 28 April 2020
"Reebok Unisex-Adult Royal DASHONIC 2 Sneaker, Grey/Emerald, 11.5",Long Term comfort = PAIN,"My foot doctor told me that if it is easy to bend a shoe, don't wear it.  This shoe is easy to bend with your hands, soft soles.  I have worn them over the past few months and am experiencing heel pain and lower back pain.  One week ago, I remembered what to look for and switched shoes and am already feeling better.  I can not recommend these shoes for walking, let alone running if you do that, I don't.  I do own other Reeboks which are perfectly fine, it is this particular model that is ... not good for me.",Reviewed in the United States on 31 July 2021
"Reebok Unisex-Adult Royal DASHONIC 2 Sneaker, Grey/Emerald, 11.5",Nice shoe- ORDER OFF MEN SIZE,Cool shoe but these run mad bigI got 9.5 and they are men fitting shoes so technically i should’ve got a 8.5If the description was clear that they run by men sizes i would’ve known but it says these are women shoes so i got my regular sizeThey are too bigI don’t know who to give them too,Reviewed in the United States on 21 May 2020
"Reebok Unisex-Adult Royal DASHONIC 2 Sneaker, Grey/Emerald, 11.5",ITS A SCAM!,"The media could not be loaded.
                




   This product came to me damaged, worn, dirty, and smelly! Not advertised as shown, literally a scam and will be reporting! Disgusted do not purchase these you will be disappointed",Reviewed in the United States on 1 June 2020
"Reebok Unisex-Adult Royal DASHONIC 2 Sneaker, Grey/Emerald, 11.5",Too  Big!!!,The sneakers are really nice the colors and everything however the sizing is super super big. I ordered a size 7 and it was so big that I had to return it and order a 6 and the sixth was still a half-size big. If anyone orders the sneaker they have to order a size down or size of the house down,Reviewed in the United States on 29 May 2020
"Reebok Unisex-Adult Royal DASHONIC 2 Sneaker, Grey/Emerald, 11.5",Nice but big,Too big but cute. Order half size down,Reviewed in the United States on 7 April 2020
"Reebok Unisex-Adult Royal DASHONIC 2 Sneaker, Grey/Emerald, 11.5",No pude haber gastado mi dinero en algo mejor,"¡Excelente! Me encanta la calidad los compre para el hijo de mi novio y me dice que son cómodos para correr y para manejar bicicleta.De verdad que no tengo ninguna critica sobre este producto, ¡ME ENCANTARON!",Reviewed in the United States on 25 July 2020
